target_rank,feasible,Prestiz,Absolwenci,PotencjalNaukowy,Innowacyjnosc,EfektywnoscNaukowa,WarunkiKsztalcenia,Umiedzynarodowienie
4,True,0.0,0.0,0.0,0.0,2.6694103370173528,0.0,0.9248472032066801
4,True,0.0,0.0,0.0,0.0,1.3715167911544923,0.0,5.205965682617686
4,True,0.0,0.0,0.0,0.0,0.15522240735963422,0.0,9.563521694046395
4,True,0.0,0.0,0.0,0.0,1.036598857730997,0.0,6.368235482555251
4,True,0.0,0.0,0.0,0.0,0.33566667409729023,0.0,8.897861871905477
4,True,0.0,0.0,0.0,0.0,1.3640209335414988,0.0,5.234004542960779
4,True,0.0,0.0,0.0,0.0,1.7903954312370685,0.0,3.7879265662040806
4,True,0.0,0.0,0.0,0.0,0.785052892123439,0.0,7.261266177758752
4,True,0.0,0.0,0.0,0.0,1.1133192640003675,0.0,6.1029466048934555
4,True,0.0,0.0,0.0,0.0,2.7137068309440737,0.0,0.7940825815620722
4,True,0.0,0.0,0.0,0.0,1.7455854261322012,0.0,3.938746595644549
4,True,0.0,0.0,0.0,0.0,2.51272033968154,0.0,1.4234767767561607
4,True,0.0,0.0,0.0,0.0,1.757377116214509,0.0,3.899439772274227
4,True,0.0,0.0,0.0,0.0,1.6891531377556612,0.0,4.1259325135058145
4,True,0.0,0.0,0.0,0.0,2.252138035244644,0.0,2.262765083992535
4,True,0.0,0.0,0.0,0.0,2.1478547920489643,0.0,2.6035069520437437
4,True,0.0,0.0,0.0,0.0,0.8465828979755008,0.0,7.044016655940977
4,True,0.0,0.0,0.0,0.0,2.7932452318513823,0.0,0.5346405994830605
4,True,0.0,0.0,0.0,0.0,2.067545170772911,0.0,2.8802827327551572
4,True,0.0,0.0,0.0,0.0,1.6072770358546928,0.0,4.408258519129715
4,True,0.0,0.0,0.0,0.0,1.959500478876286,0.0,3.2330036246385307
4,True,0.0,0.0,0.0,0.0,0.03225328064162536,0.0,10.029472487249603
4,True,0.0,0.0,0.0,0.0,2.6556503723878855,0.0,0.9703759651045085
4,True,0.0,0.0,0.0,0.0,2.882551659955457,0.0,0.2611416774412789
4,True,0.0,0.0,0.0,0.0,2.481093542336943,0.0,1.5300090263872579
4,True,0.0,0.0,0.0,0.0,0.7896015667836931,0.0,7.250301045049401
4,True,0.0,0.0,0.0,0.0,2.441743531123153,0.0,1.6543510085672564
4,True,0.0,0.0,0.0,0.0,0.16368102024982845,0.0,9.533643914950618
4,True,0.0,0.0,0.0,0.0,1.657021451676477,0.0,4.2455656053818185
4,True,0.0,0.0,0.0,0.0,2.4714110036657355,0.0,1.555395121096237
4,True,0.0,0.0,0.0,0.0,0.025362740329526456,0.0,10.04950790486686
4,True,0.0,0.0,0.0,0.0,1.3639920570647002,0.0,5.2371276040455434
